pattern,k,frequency,expected occurrences,percentage
tnot,4,2,8.14431730260211e-05,0.00814431730260211
nots,4,4,0.0001628863460520422,0.01628863460520422
2ost,4,1,4.072158651301055e-05,0.004072158651301055
5,1,5,0.00020360793256505273,0.020360793256505274
5n,2,1,4.072158651301055e-05,0.004072158651301055
5ns,3,1,4.072158651301055e-05,0.004072158651301055
nss,3,1,4.072158651301055e-05,0.004072158651301055
2nor,4,3,0.00012216475953903165,0.012216475953903166
pota,4,2,8.14431730260211e-05,0.00814431730260211
otas,4,1,4.072158651301055e-05,0.004072158651301055
taso,4,1,4.072158651301055e-05,0.004072158651301055
asoo,4,2,8.14431730260211e-05,0.00814431730260211
srs,3,1,4.072158651301055e-05,0.004072158651301055
rst,3,1,4.072158651301055e-05,0.004072158651301055
tsrs,4,1,4.072158651301055e-05,0.004072158651301055
srst,4,1,4.072158651301055e-05,0.004072158651301055
rsto,4,1,4.072158651301055e-05,0.004072158651301055
stoo,4,1,4.072158651301055e-05,0.004072158651301055
tss,3,1,4.072158651301055e-05,0.004072158651301055
sso,3,2,8.14431730260211e-05,0.00814431730260211
2tss,4,1,4.072158651301055e-05,0.004072158651301055
tsso,4,1,4.072158651301055e-05,0.004072158651301055
ssoo,4,1,4.072158651301055e-05,0.004072158651301055
tnno,4,4,0.0001628863460520422,0.01628863460520422
nnor,4,12,0.0004886590381561266,0.04886590381561266
2top,4,2,8.14431730260211e-05,0.00814431730260211
opot,4,1,4.072158651301055e-05,0.004072158651301055
pott,4,3,0.00012216475953903165,0.012216475953903166
nqq,3,4,0.0001628863460520422,0.01628863460520422
qqr,3,2,8.14431730260211e-05,0.00814431730260211
rnqq,4,1,4.072158651301055e-05,0.004072158651301055
nqqr,4,1,4.072158651301055e-05,0.004072158651301055
qqrn,4,2,8.14431730260211e-05,0.00814431730260211
soa,3,5,0.00020360793256505273,0.020360793256505274
2oso,4,2,8.14431730260211e-05,0.00814431730260211
osoa,4,4,0.0001628863460520422,0.01628863460520422
soar,4,2,8.14431730260211e-05,0.00814431730260211
2oa,3,6,0.0002443295190780633,0.02443295190780633
2oar,4,3,0.00012216475953903165,0.012216475953903166
2so,3,3,0.00012216475953903165,0.012216475953903166
son,3,9,0.0003664942786170949,0.036649427861709494
soos,4,3,0.00012216475953903165,0.012216475953903166
otp,3,5,0.00020360793256505273,0.020360793256505274
2nto,4,2,8.14431730260211e-05,0.00814431730260211
ntot,4,1,4.072158651301055e-05,0.004072158651301055
totp,4,1,4.072158651301055e-05,0.004072158651301055
otpp,4,1,4.072158651301055e-05,0.004072158651301055
srnt,4,1,4.072158651301055e-05,0.004072158651301055
nrt,3,2,8.14431730260211e-05,0.00814431730260211
2nrt,4,1,4.072158651301055e-05,0.004072158651301055
nrtr,4,1,4.072158651301055e-05,0.004072158651301055
2nsr,4,2,8.14431730260211e-05,0.00814431730260211
osrq,4,4,0.0001628863460520422,0.01628863460520422
pop,3,6,0.0002443295190780633,0.02443295190780633
tpop,4,2,8.14431730260211e-05,0.00814431730260211
popo,4,4,0.0001628863460520422,0.01628863460520422
opon,4,5,0.00020360793256505273,0.020360793256505274
2rnn,4,1,4.072158651301055e-05,0.004072158651301055
2sor,4,1,4.072158651301055e-05,0.004072158651301055
sort,4,2,8.14431730260211e-05,0.00814431730260211
2st,3,1,4.072158651301055e-05,0.004072158651301055
2str,4,1,4.072158651301055e-05,0.004072158651301055
1ooa,4,22,0.000895874903286232,0.0895874903286232
1sq,3,6,0.0002443295190780633,0.02443295190780633
qo1,3,1,4.072158651301055e-05,0.004072158651301055
o1a,3,1,4.072158651301055e-05,0.004072158651301055
1ap,3,20,0.0008144317302602109,0.0814431730260211
1sqo,4,3,0.00012216475953903165,0.012216475953903166
sqo1,4,1,4.072158651301055e-05,0.004072158651301055
qo1a,4,1,4.072158651301055e-05,0.004072158651301055
o1ap,4,1,4.072158651301055e-05,0.004072158651301055
1apo,4,17,0.0006922669707211793,0.06922669707211793
onno,4,1,4.072158651301055e-05,0.004072158651301055
1oro,4,2,8.14431730260211e-05,0.00814431730260211
3tso,4,2,8.14431730260211e-05,0.00814431730260211
ooan,4,8,0.0003257726921040844,0.03257726921040844
noto,4,1,4.072158651301055e-05,0.004072158651301055
3qo,3,1,4.072158651301055e-05,0.004072158651301055
3qor,4,1,4.072158651301055e-05,0.004072158651301055
2noa,4,2,8.14431730260211e-05,0.00814431730260211
noao,4,1,4.072158651301055e-05,0.004072158651301055
soon,4,4,0.0001628863460520422,0.01628863460520422
otqr,4,3,0.00012216475953903165,0.012216475953903166
t1o,3,4,0.0001628863460520422,0.01628863460520422
o4,2,8,0.0003257726921040844,0.03257726921040844
oo4,3,3,0.00012216475953903165,0.012216475953903166
o4n,3,2,8.14431730260211e-05,0.00814431730260211
aoo4,4,1,4.072158651301055e-05,0.004072158651301055
oo4n,4,1,4.072158651301055e-05,0.004072158651301055
3ooo,4,4,0.0001628863460520422,0.01628863460520422
oonr,4,2,8.14431730260211e-05,0.00814431730260211
qtqr,4,4,0.0001628863460520422,0.01628863460520422
qqto,4,2,8.14431730260211e-05,0.00814431730260211
oop,3,14,0.0005701022111821477,0.05701022111821477
2oop,4,2,8.14431730260211e-05,0.00814431730260211
oopo,4,8,0.0003257726921040844,0.03257726921040844
1r2,3,1,4.072158651301055e-05,0.004072158651301055
r2p,3,1,4.072158651301055e-05,0.004072158651301055
1r2p,4,1,4.072158651301055e-05,0.004072158651301055
r2po,4,1,4.072158651301055e-05,0.004072158651301055
potp,4,2,8.14431730260211e-05,0.00814431730260211
otpo,4,4,0.0001628863460520422,0.01628863460520422
1rp,3,1,4.072158651301055e-05,0.004072158651301055
1rpo,4,1,4.072158651301055e-05,0.004072158651301055
rpot,4,3,0.00012216475953903165,0.012216475953903166
osop,4,3,0.00012216475953903165,0.012216475953903166
tnp,3,1,4.072158651301055e-05,0.004072158651301055
otnp,4,1,4.072158651301055e-05,0.004072158651301055
spor,4,5,0.00020360793256505273,0.020360793256505274
oooa,4,10,0.00040721586513010546,0.04072158651301055
1ts,3,8,0.0003257726921040844,0.03257726921040844
spp,3,2,8.14431730260211e-05,0.00814431730260211
ospp,4,1,4.072158651301055e-05,0.004072158651301055
sppo,4,2,8.14431730260211e-05,0.00814431730260211
1ort,4,8,0.0003257726921040844,0.03257726921040844
rtrr,4,1,4.072158651301055e-05,0.004072158651301055
ooao,4,14,0.0005701022111821477,0.05701022111821477
oosn,4,2,8.14431730260211e-05,0.00814431730260211
poso,4,8,0.0003257726921040844,0.03257726921040844
tosp,4,3,0.00012216475953903165,0.012216475953903166
snq,3,2,8.14431730260211e-05,0.00814431730260211
qqn,3,4,0.0001628863460520422,0.01628863460520422
qnq,3,5,0.00020360793256505273,0.01628863460520422
posn,4,4,0.0001628863460520422,0.01628863460520422
osnq,4,1,4.072158651301055e-05,0.004072158651301055
snqq,4,1,4.072158651301055e-05,0.004072158651301055
nqqn,4,1,4.072158651301055e-05,0.004072158651301055
qqnq,4,1,4.072158651301055e-05,0.004072158651301055
qnqn,4,2,8.14431730260211e-05,0.004072158651301055
nqnn,4,1,4.072158651301055e-05,0.004072158651301055
qnnn,4,2,8.14431730260211e-05,0.00814431730260211
nnnq,4,1,4.072158651301055e-05,0.004072158651301055
nnqn,4,2,8.14431730260211e-05,0.00814431730260211
nqnq,4,3,0.00012216475953903165,0.012216475953903166
ppn,3,1,4.072158651301055e-05,0.004072158651301055
1opp,4,2,8.14431730260211e-05,0.00814431730260211
oppn,4,1,4.072158651301055e-05,0.004072158651301055
arq,3,5,0.00020360793256505273,0.020360793256505274
oarq,4,4,0.0001628863460520422,0.01628863460520422
arqn,4,1,4.072158651301055e-05,0.004072158651301055
nooo,4,4,0.0001628863460520422,0.01628863460520422
1rq,3,2,8.14431730260211e-05,0.00814431730260211
1rqn,4,2,8.14431730260211e-05,0.00814431730260211
rqns,4,1,4.072158651301055e-05,0.004072158651301055
1nnn,4,14,0.0005701022111821477,0.05701022111821477
3tp,3,8,0.0003257726921040844,0.03257726921040844
3tpo,4,5,0.00020360793256505273,0.020360793256505274
port,4,2,8.14431730260211e-05,0.00814431730260211
rtno,4,1,4.072158651301055e-05,0.004072158651301055
2ntr,4,1,4.072158651301055e-05,0.004072158651301055
1qq,3,6,0.0002443295190780633,0.02443295190780633
1qqn,4,1,4.072158651301055e-05,0.004072158651301055
qqnn,4,1,4.072158651301055e-05,0.004072158651301055
oots,4,7,0.00028505110559107384,0.028505110559107386
otsn,4,3,0.00012216475953903165,0.012216475953903166
5t,2,3,0.00012216475953903165,0.012216475953903166
5tr,3,2,8.14431730260211e-05,0.00814431730260211
otos,4,4,0.0001628863460520422,0.01628863460520422
n5,2,1,4.072158651301055e-05,0.004072158651301055
5r,2,1,4.072158651301055e-05,0.004072158651301055
nn5,3,1,4.072158651301055e-05,0.004072158651301055
n5r,3,1,4.072158651301055e-05,0.004072158651301055
5rn,3,1,4.072158651301055e-05,0.004072158651301055
1nn5,4,1,4.072158651301055e-05,0.004072158651301055
nn5r,4,1,4.072158651301055e-05,0.004072158651301055
n5rn,4,1,4.072158651301055e-05,0.004072158651301055
ps,2,6,0.0002443295190780633,0.02443295190780633
ops,3,4,0.0001628863460520422,0.01628863460520422
poop,4,1,4.072158651301055e-05,0.004072158651301055
1oon,4,8,0.0003257726921040844,0.03257726921040844
onsr,4,2,8.14431730260211e-05,0.00814431730260211
qoor,4,5,0.00020360793256505273,0.020360793256505274
n1,2,2,8.14431730260211e-05,0.00814431730260211
1n1,3,2,8.14431730260211e-05,0.00814431730260211
n1n,3,2,8.14431730260211e-05,0.00814431730260211
stn,3,1,4.072158651301055e-05,0.004072158651301055
3pos,4,1,4.072158651301055e-05,0.004072158651301055
post,4,1,4.072158651301055e-05,0.004072158651301055
ostn,4,1,4.072158651301055e-05,0.004072158651301055
toso,4,2,8.14431730260211e-05,0.00814431730260211
1tso,4,1,4.072158651301055e-05,0.004072158651301055
1qnr,4,6,0.0002443295190780633,0.02443295190780633
qnrq,4,1,4.072158651301055e-05,0.004072158651301055
srt,3,4,0.0001628863460520422,0.01628863460520422
osrt,4,2,8.14431730260211e-05,0.00814431730260211
srtr,4,2,8.14431730260211e-05,0.00814431730260211
1an,3,4,0.0001628863460520422,0.01628863460520422
ano,3,4,0.0001628863460520422,0.01628863460520422
1ano,4,2,8.14431730260211e-05,0.00814431730260211
anor,4,2,8.14431730260211e-05,0.00814431730260211
norq,4,1,4.072158651301055e-05,0.004072158651301055
rtq,3,1,4.072158651301055e-05,0.004072158651301055
3tao,4,4,0.0001628863460520422,0.01628863460520422
aort,4,1,4.072158651301055e-05,0.004072158651301055
ortq,4,1,4.072158651301055e-05,0.004072158651301055
rtqo,4,1,4.072158651301055e-05,0.004072158651301055
tqoo,4,4,0.0001628863460520422,0.01628863460520422
1sr,3,15,0.0006108237976951582,0.061082379769515825
11,2,2,8.14431730260211e-05,0.00814431730260211
rqto,4,2,8.14431730260211e-05,0.00814431730260211
1oop,4,4,0.0001628863460520422,0.01628863460520422
3oa,3,3,0.00012216475953903165,0.012216475953903166
3tot,4,3,0.00012216475953903165,0.012216475953903166
1qtn,4,1,4.072158651301055e-05,0.004072158651301055
1rr,3,1,4.072158651301055e-05,0.004072158651301055
3tnn,4,10,0.00040721586513010546,0.04072158651301055
1sn,3,5,0.00020360793256505273,0.020360793256505274
snr,3,4,0.0001628863460520422,0.01628863460520422
1snr,4,2,8.14431730260211e-05,0.00814431730260211
snrn,4,4,0.0001628863460520422,0.01628863460520422
ppp,3,3,0.00012216475953903165,0.012216475953903166
1ppp,4,2,8.14431730260211e-05,0.00814431730260211
pppo,4,3,0.00012216475953903165,0.012216475953903166
3qq,3,2,8.14431730260211e-05,0.00814431730260211
3qqt,4,2,8.14431730260211e-05,0.00814431730260211
qtos,4,2,8.14431730260211e-05,0.00814431730260211
qoa,3,2,8.14431730260211e-05,0.00814431730260211
2qoa,4,1,4.072158651301055e-05,0.004072158651301055
qoan,4,1,4.072158651301055e-05,0.004072158651301055
3oso,4,1,4.072158651301055e-05,0.004072158651301055
noar,4,1,4.072158651301055e-05,0.004072158651301055
3tqn,4,2,8.14431730260211e-05,0.00814431730260211
1qor,4,8,0.0003257726921040844,0.03257726921040844
3oq,3,2,8.14431730260211e-05,0.00814431730260211
qrq,3,1,4.072158651301055e-05,0.004072158651301055
3oqr,4,1,4.072158651301055e-05,0.004072158651301055
oqrq,4,1,4.072158651301055e-05,0.004072158651301055
qrqt,4,1,4.072158651301055e-05,0.004072158651301055
pr,2,7,0.00028505110559107384,0.028505110559107386
opr,3,7,0.00028505110559107384,0.028505110559107386
prn,3,7,0.00028505110559107384,0.028505110559107386
1opr,4,3,0.00012216475953903165,0.012216475953903166
oprn,4,7,0.00028505110559107384,0.028505110559107386
aoor,4,14,0.0005701022111821477,0.05701022111821477
3tap,4,2,8.14431730260211e-05,0.00814431730260211
3tpp,4,1,4.072158651301055e-05,0.004072158651301055
nas,3,5,0.00020360793256505273,0.020360793256505274
2nas,4,1,4.072158651301055e-05,0.004072158651301055
nasr,4,3,0.00012216475953903165,0.012216475953903166
3qr,3,1,4.072158651301055e-05,0.004072158651301055
qqo,3,5,0.00020360793256505273,0.01628863460520422
1qqo,4,1,4.072158651301055e-05,0.004072158651301055
qqoo,4,2,8.14431730260211e-05,0.00814431730260211
att,3,1,4.072158651301055e-05,0.004072158651301055
1oat,4,1,4.072158651301055e-05,0.004072158651301055
oatt,4,1,4.072158651301055e-05,0.004072158651301055
attr,4,1,4.072158651301055e-05,0.004072158651301055
1at,3,2,8.14431730260211e-05,0.00814431730260211
1atr,4,1,4.072158651301055e-05,0.004072158651301055
rtnr,4,1,4.072158651301055e-05,0.004072158651301055
3na,3,1,4.072158651301055e-05,0.004072158651301055
3nas,4,1,4.072158651301055e-05,0.004072158651301055
1ono,4,3,0.00012216475953903165,0.012216475953903166
2ao,3,1,4.072158651301055e-05,0.004072158651301055
2aoo,4,1,4.072158651301055e-05,0.004072158651301055
1nrr,4,1,4.072158651301055e-05,0.004072158651301055
nqs,3,11,0.000447937451643116,0.0447937451643116
1srr,4,1,4.072158651301055e-05,0.004072158651301055
1tp,3,3,0.00012216475953903165,0.012216475953903166
1tpo,4,2,8.14431730260211e-05,0.00814431730260211
qrno,4,1,4.072158651301055e-05,0.004072158651301055
rnon,4,2,8.14431730260211e-05,0.00814431730260211
2oos,4,1,4.072158651301055e-05,0.004072158651301055
ntoo,4,2,8.14431730260211e-05,0.00814431730260211
1non,4,3,0.00012216475953903165,0.012216475953903166
nons,4,3,0.00012216475953903165,0.012216475953903166
sap,3,2,8.14431730260211e-05,0.00814431730260211
osap,4,1,4.072158651301055e-05,0.004072158651301055
sapo,4,2,8.14431730260211e-05,0.00814431730260211
nonr,4,1,4.072158651301055e-05,0.004072158651301055
3tqt,4,4,0.0001628863460520422,0.01628863460520422
otnr,4,1,4.072158651301055e-05,0.004072158651301055
1qnq,4,1,4.072158651301055e-05,0.004072158651301055
qnqo,4,1,4.072158651301055e-05,0.004072158651301055
nnnr,4,1,4.072158651301055e-05,0.004072158651301055
3tos,4,1,4.072158651301055e-05,0.004072158651301055
1tnr,4,4,0.0001628863460520422,0.01628863460520422
ntt,3,4,0.0001628863460520422,0.01628863460520422
1ntt,4,2,8.14431730260211e-05,0.00814431730260211
nttr,4,1,4.072158651301055e-05,0.004072158651301055
1nqo,4,2,8.14431730260211e-05,0.00814431730260211
1arn,4,1,4.072158651301055e-05,0.004072158651301055
arna,4,2,8.14431730260211e-05,0.00814431730260211
1tsr,4,6,0.0002443295190780633,0.02443295190780633
qp,2,3,0.00012216475953903165,0.012216475953903166
tqp,3,2,8.14431730260211e-05,0.00814431730260211
qpo,3,3,0.00012216475953903165,0.012216475953903166
3tqp,4,2,8.14431730260211e-05,0.00814431730260211
tqpo,4,2,8.14431730260211e-05,0.00814431730260211
qpor,4,1,4.072158651301055e-05,0.004072158651301055
oqtr,4,3,0.00012216475953903165,0.012216475953903166
1aot,4,2,8.14431730260211e-05,0.00814431730260211
aotp,4,1,4.072158651301055e-05,0.004072158651301055
tts,3,2,8.14431730260211e-05,0.00814431730260211
ntts,4,1,4.072158651301055e-05,0.004072158651301055
ttsr,4,2,8.14431730260211e-05,0.00814431730260211
1ttn,4,1,4.072158651301055e-05,0.004072158651301055
ttns,4,2,8.14431730260211e-05,0.00814431730260211
aoso,4,1,4.072158651301055e-05,0.004072158651301055
1snq,4,1,4.072158651301055e-05,0.004072158651301055
snqo,4,1,4.072158651301055e-05,0.004072158651301055
qtao,4,3,0.00012216475953903165,0.012216475953903166
taon,4,2,8.14431730260211e-05,0.00814431730260211
sorr,4,1,4.072158651301055e-05,0.004072158651301055
3tno,4,2,8.14431730260211e-05,0.00814431730260211
1qr,3,8,0.0003257726921040844,0.03257726921040844
tnao,4,1,4.072158651301055e-05,0.004072158651301055
rnsp,4,1,4.072158651301055e-05,0.004072158651301055
n2,2,2,8.14431730260211e-05,0.00814431730260211
rn2,3,1,4.072158651301055e-05,0.004072158651301055
n2o,3,1,4.072158651301055e-05,0.004072158651301055
nrn2,4,1,4.072158651301055e-05,0.004072158651301055
rn2o,4,1,4.072158651301055e-05,0.004072158651301055
n2or,4,1,4.072158651301055e-05,0.004072158651301055
3osr,4,1,4.072158651301055e-05,0.004072158651301055
ppos,4,5,0.00020360793256505273,0.020360793256505274
2qon,4,1,4.072158651301055e-05,0.004072158651301055
qonn,4,1,4.072158651301055e-05,0.004072158651301055
oo2,3,1,4.072158651301055e-05,0.004072158651301055
o2o,3,1,4.072158651301055e-05,0.004072158651301055
poo2,4,1,4.072158651301055e-05,0.004072158651301055
oo2o,4,1,4.072158651301055e-05,0.004072158651301055
o2oo,4,1,4.072158651301055e-05,0.004072158651301055
1sno,4,2,8.14431730260211e-05,0.00814431730260211
snor,4,2,8.14431730260211e-05,0.00814431730260211
nrnq,4,1,4.072158651301055e-05,0.004072158651301055
2nqt,4,1,4.072158651301055e-05,0.004072158651301055
nqtn,4,3,0.00012216475953903165,0.012216475953903166
nrnr,4,2,8.14431730260211e-05,0.00814431730260211
2soo,4,1,4.072158651301055e-05,0.004072158651301055
apot,4,1,4.072158651301055e-05,0.004072158651301055
1qqr,4,1,4.072158651301055e-05,0.004072158651301055
ttno,4,1,4.072158651301055e-05,0.004072158651301055
1nso,4,2,8.14431730260211e-05,0.00814431730260211
soan,4,1,4.072158651301055e-05,0.004072158651301055
ona,3,3,0.00012216475953903165,0.012216475953903166
3ooa,4,1,4.072158651301055e-05,0.004072158651301055
2ots,4,3,0.00012216475953903165,0.012216475953903166
otso,4,1,4.072158651301055e-05,0.004072158651301055
arno,4,1,4.072158651301055e-05,0.004072158651301055
oooq,4,1,4.072158651301055e-05,0.004072158651301055
ooqo,4,2,8.14431730260211e-05,0.00814431730260211
otnq,4,3,0.00012216475953903165,0.012216475953903166
pooa,4,5,0.00020360793256505273,0.020360793256505274
3oao,4,1,4.072158651301055e-05,0.004072158651301055
osto,4,1,4.072158651301055e-05,0.004072158651301055
7,1,3,0.00012216475953903165,0.012216475953903166
7q,2,1,4.072158651301055e-05,0.004072158651301055
7qt,3,1,4.072158651301055e-05,0.004072158651301055
3nq,3,2,8.14431730260211e-05,0.00814431730260211
3nqr,4,2,8.14431730260211e-05,0.00814431730260211
rnsr,4,5,0.00020360793256505273,0.020360793256505274
oosp,4,1,4.072158651301055e-05,0.004072158651301055
3r,2,2,8.14431730260211e-05,0.00814431730260211
3rt,3,1,4.072158651301055e-05,0.004072158651301055
rtp,3,2,8.14431730260211e-05,0.00814431730260211
3rtp,4,1,4.072158651301055e-05,0.004072158651301055
rtpo,4,2,8.14431730260211e-05,0.00814431730260211
qsr,3,5,0.00020360793256505273,0.020360793256505274
1nqs,4,2,8.14431730260211e-05,0.00814431730260211
nqsr,4,3,0.00012216475953903165,0.012216475953903166
qsrn,4,4,0.0001628863460520422,0.01628863460520422
3qtq,4,2,8.14431730260211e-05,0.00814431730260211
qot,3,3,0.00012216475953903165,0.012216475953903166
1nnq,4,3,0.00012216475953903165,0.012216475953903166
nqot,4,1,4.072158651301055e-05,0.004072158651301055
qots,4,1,4.072158651301055e-05,0.004072158651301055
sqt,3,4,0.0001628863460520422,0.01628863460520422
1sqt,4,2,8.14431730260211e-05,0.00814431730260211
sqto,4,1,4.072158651301055e-05,0.004072158651301055
otsa,4,1,4.072158651301055e-05,0.004072158651301055
tsan,4,1,4.072158651301055e-05,0.004072158651301055
sano,4,1,4.072158651301055e-05,0.004072158651301055
anon,4,1,4.072158651301055e-05,0.004072158651301055
norr,4,1,4.072158651301055e-05,0.004072158651301055
qtp,3,3,0.00012216475953903165,0.012216475953903166
2qtp,4,2,8.14431730260211e-05,0.00814431730260211
qtpo,4,3,0.00012216475953903165,0.012216475953903166
qos,3,4,0.0001628863460520422,0.01628863460520422
1qos,4,1,4.072158651301055e-05,0.004072158651301055
qosr,4,1,4.072158651301055e-05,0.004072158651301055
1qs,3,3,0.00012216475953903165,0.012216475953903166
qsn,3,2,8.14431730260211e-05,0.00814431730260211
1ta,3,5,0.00020360793256505273,0.020360793256505274
1tao,4,1,4.072158651301055e-05,0.004072158651301055
rnoa,4,2,8.14431730260211e-05,0.00814431730260211
pnr,3,1,4.072158651301055e-05,0.004072158651301055
opnr,4,1,4.072158651301055e-05,0.004072158651301055
pnrn,4,1,4.072158651301055e-05,0.004072158651301055
rtrt,4,1,4.072158651301055e-05,0.004072158651301055
trtr,4,3,0.00012216475953903165,0.012216475953903166
rro,3,1,4.072158651301055e-05,0.004072158651301055
oorr,4,6,0.0002443295190780633,0.02443295190780633
orro,4,1,4.072158651301055e-05,0.004072158651301055
rroo,4,1,4.072158651301055e-05,0.004072158651301055
qna,3,3,0.00012216475953903165,0.012216475953903166
1qna,4,2,8.14431730260211e-05,0.00814431730260211
qnao,4,1,4.072158651301055e-05,0.004072158651301055
rt1,3,2,8.14431730260211e-05,0.00814431730260211
ort1,4,2,8.14431730260211e-05,0.00814431730260211
rt1o,4,2,8.14431730260211e-05,0.00814431730260211
1qns,4,1,4.072158651301055e-05,0.004072158651301055
qnsr,4,1,4.072158651301055e-05,0.004072158651301055
11n,3,1,4.072158651301055e-05,0.004072158651301055
toqt,4,1,4.072158651301055e-05,0.004072158651301055
2orp,4,1,4.072158651301055e-05,0.004072158651301055
1trq,4,1,4.072158651301055e-05,0.004072158651301055
aq,2,5,0.00020360793256505273,0.020360793256505274
1aq,3,2,8.14431730260211e-05,0.00814431730260211
aqn,3,1,4.072158651301055e-05,0.004072158651301055
nnno,4,3,0.00012216475953903165,0.012216475953903166
3toa,4,3,0.00012216475953903165,0.012216475953903166
oaso,4,2,8.14431730260211e-05,0.00814431730260211
ason,4,1,4.072158651301055e-05,0.004072158651301055
2srn,4,2,8.14431730260211e-05,0.00814431730260211
3tan,4,1,4.072158651301055e-05,0.004072158651301055
tann,4,2,8.14431730260211e-05,0.00814431730260211
1tpp,4,1,4.072158651301055e-05,0.004072158651301055
ppon,4,1,4.072158651301055e-05,0.004072158651301055
1ons,4,2,8.14431730260211e-05,0.00814431730260211
sqn,3,3,0.00012216475953903165,0.012216475953903166
1osq,4,2,8.14431730260211e-05,0.00814431730260211
osqn,4,1,4.072158651301055e-05,0.004072158651301055
sqns,4,1,4.072158651301055e-05,0.004072158651301055
tps,3,2,8.14431730260211e-05,0.00814431730260211
psp,3,1,4.072158651301055e-05,0.004072158651301055
3tps,4,1,4.072158651301055e-05,0.004072158651301055
tpsp,4,1,4.072158651301055e-05,0.004072158651301055
pspo,4,1,4.072158651301055e-05,0.004072158651301055
1t1,3,1,4.072158651301055e-05,0.004072158651301055
1t1t,4,1,4.072158651301055e-05,0.004072158651301055
t1tr,4,1,4.072158651301055e-05,0.004072158651301055
1qot,4,2,8.14431730260211e-05,0.00814431730260211
qotr,4,2,8.14431730260211e-05,0.00814431730260211
otrr,4,2,8.14431730260211e-05,0.00814431730260211
prnn,4,1,4.072158651301055e-05,0.004072158651301055
1tq,3,3,0.00012216475953903165,0.012216475953903166
1tqr,4,2,8.14431730260211e-05,0.00814431730260211
1oas,4,1,4.072158651301055e-05,0.004072158651301055
app,3,2,8.14431730260211e-05,0.00814431730260211
1app,4,2,8.14431730260211e-05,0.00814431730260211
appo,4,2,8.14431730260211e-05,0.00814431730260211
otna,4,1,4.072158651301055e-05,0.004072158651301055
oaot,4,1,4.072158651301055e-05,0.004072158651301055
tsot,4,1,4.072158651301055e-05,0.004072158651301055
1tar,4,1,4.072158651301055e-05,0.004072158651301055
2qnt,4,1,4.072158651301055e-05,0.004072158651301055
nd,2,2,8.14431730260211e-05,0.00814431730260211
rnd,3,2,8.14431730260211e-05,0.00814431730260211
srnd,4,1,4.072158651301055e-05,0.004072158651301055
3por,4,6,0.0002443295190780633,0.02443295190780633
4o,2,1,4.072158651301055e-05,0.004072158651301055
o4o,3,1,4.072158651301055e-05,0.004072158651301055
ooo4,4,1,4.072158651301055e-05,0.004072158651301055
oo4o,4,1,4.072158651301055e-05,0.004072158651301055
oqnn,4,1,4.072158651301055e-05,0.004072158651301055
tqtr,4,4,0.0001628863460520422,0.01628863460520422
nnto,4,2,8.14431730260211e-05,0.00814431730260211
ntor,4,1,4.072158651301055e-05,0.004072158651301055
rton,4,4,0.0001628863460520422,0.01628863460520422
otrt,4,3,0.00012216475953903165,0.012216475953903166
trtt,4,1,4.072158651301055e-05,0.004072158651301055
2nnn,4,3,0.00012216475953903165,0.012216475953903166
po4,3,3,0.00012216475953903165,0.012216475953903166
ppo4,4,2,8.14431730260211e-05,0.00814431730260211
2pp,3,2,8.14431730260211e-05,0.00814431730260211
2ppo,4,2,8.14431730260211e-05,0.00814431730260211
1pop,4,2,8.14431730260211e-05,0.00814431730260211
popr,4,1,4.072158651301055e-05,0.004072158651301055
1tns,4,2,8.14431730260211e-05,0.00814431730260211
1aop,4,3,0.00012216475953903165,0.012216475953903166
aopr,4,2,8.14431730260211e-05,0.00814431730260211
spoa,4,2,8.14431730260211e-05,0.00814431730260211
1sos,4,3,0.00012216475953903165,0.012216475953903166
sosr,4,4,0.0001628863460520422,0.01628863460520422
ooop,4,2,8.14431730260211e-05,0.00814431730260211
arqt,4,2,8.14431730260211e-05,0.00814431730260211
nsrq,4,2,8.14431730260211e-05,0.00814431730260211
qorq,4,1,4.072158651301055e-05,0.004072158651301055
poq,3,2,8.14431730260211e-05,0.00814431730260211
1sa,3,2,8.14431730260211e-05,0.00814431730260211
1sar,4,1,4.072158651301055e-05,0.004072158651301055
4a,2,5,0.00020360793256505273,0.020360793256505274
o4a,3,4,0.0001628863460520422,0.01628863460520422
4ao,3,1,4.072158651301055e-05,0.004072158651301055
1po4,4,1,4.072158651301055e-05,0.004072158651301055
po4a,4,2,8.14431730260211e-05,0.00814431730260211
o4ao,4,1,4.072158651301055e-05,0.004072158651301055
4aoo,4,1,4.072158651301055e-05,0.004072158651301055
tost,4,1,4.072158651301055e-05,0.004072158651301055
a1,2,4,0.0001628863460520422,0.01628863460520422
ta1,3,2,8.14431730260211e-05,0.00814431730260211
a1o,3,2,8.14431730260211e-05,0.00814431730260211
2ta1,4,2,8.14431730260211e-05,0.00814431730260211
ta1o,4,1,4.072158651301055e-05,0.004072158651301055
a1oa,4,1,4.072158651301055e-05,0.004072158651301055
rd,2,1,4.072158651301055e-05,0.004072158651301055
ord,3,1,4.072158651301055e-05,0.004072158651301055
qord,4,1,4.072158651301055e-05,0.004072158651301055
rtnn,4,1,4.072158651301055e-05,0.004072158651301055
1ont,4,1,4.072158651301055e-05,0.004072158651301055
onts,4,1,4.072158651301055e-05,0.004072158651301055
tsrr,4,3,0.00012216475953903165,0.012216475953903166
1rnp,4,1,4.072158651301055e-05,0.004072158651301055
